CyaniteTaggingExport_AubinHuet_050821;;;;;;;;;;;;
FILE NAME;DURATION;KEY;MOST SIGNIFICANT PART;ALL MOOD MEANS - Gives information about the average mood mix and the presence of all moods in the song.;MOODS (MOST DOMINANT);VALENCE;AROUSAL;ENERGY LEVEL;EMOTIONAL PROFILE;ENERGY DYNAMICS;EMOTIONAL DYNAMICS;KEYWORDS - these keywords can be customized as part of our „Keyword Cleaning”
Piano sonata no. 5 in C major, TorG 27.mp3.mp3;633;C major;255 - 285;Romantic : 0.73, Chilled : 0.71, Calm : 0.68, Sad : 0.60, Spherical : 0.31, Happy : 0.30, Dark : 0.25, Epic : 0.11, Energetic : 0.06, Scary : 0.05, Sexy : 0.05, Uplifting : 0.04, Aggressive : 0.02;calm, chilled, romantic, sad;-0.34;-0.61;low;negative;low;medium;calm, chilled, romantic, tender, moderate, chillout, smooth, soft, relaxed, love, romance, sentimental, gentle, feeling, touching, emotion, emotional, soulful, easy, laid back
Preludes, Op. 28 - No. 1 'Reunion'.m4a.mp3;33;C major;0 - 30;Epic : 0.79, Dark : 0.54, Energetic : 0.50, Sad : 0.47, Scary : 0.34, Spherical : 0.24, Romantic : 0.17, Uplifting : 0.15, Aggressive : 0.12, Chilled : 0.07, Happy : 0.07, Calm : 0.06, Sexy : 0.01;dark, epic, energetic;-0.60;0.43;high;negative;low;low;epic, classical, dark, scary, sinister, ominous, powerful, super hero, action thriller, trailers and promos, classical influence, horror, menacing, fantasy magical, trailer, gloomy, dramatic, adventure family adventure, sad, trailer music
Piano Sonata no. 8 in C minor 'Pathetique', Op. 13 - I. Grave - Allegro di molto e con brio.m4a.mp3;426;C minor;105 - 135;Dark : 0.70, Sad : 0.56, Scary : 0.42, Spherical : 0.37, Calm : 0.30, Epic : 0.29, Romantic : 0.28, Chilled : 0.27, Energetic : 0.23, Aggressive : 0.12, Happy : 0.07, Uplifting : 0.05, Sexy : 0.02;dark, sad;-0.74;-0.06;variable;negative;high;low;dark, classical, scary, sinister, ominous, sad, gloomy, spherical, sphere, epic, atmosphere, calm, horror, menacing, classical influence, affecting, scare, threatening, spooky, moderate
Polovtsian Dances.mp3;Track with id 2008891 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Piano Sonata no. 29 in Bb 'Hammerklavier', Op. 106 - III. Adagio sostenuto.mp3.mp3;Track with id 2008892 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Prelude in G Sharp Minor Op.32 No.12.mp3.mp3;179;G# minor;75 - 105;Sad : 0.72, Calm : 0.64, Romantic : 0.58, Dark : 0.54, Chilled : 0.52, Spherical : 0.41, Scary : 0.23, Epic : 0.20, Happy : 0.10, Energetic : 0.07, Aggressive : 0.04, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, romantic, sad;-0.74;-0.57;low;negative;low;low;calm, chilled, moderate, tender, romantic, sentimental, smooth, soft, chillout, touching, feeling, spherical, sphere, emotion, sad, emotional, contemplative, relaxed, classical, gentle
Preludes, Op. 28 - No. 14 'Stormy sea'.m4a.mp3;41;D# minor;0 - 30;Epic : 0.82, Dark : 0.64, Energetic : 0.57, Scary : 0.47, Sad : 0.46, Spherical : 0.25, Aggressive : 0.15, Uplifting : 0.13, Romantic : 0.09, Chilled : 0.04, Calm : 0.03, Happy : 0.03, Sexy : 0.01;dark, energetic, epic;-0.70;0.54;high;negative;low;low;epic, dark, scary, classical, sinister, ominous, powerful, horror, super hero, action thriller, menacing, aggressive, trailers and promos, evil, fantasy magical, threatening, fearful, gloomy, twisted, adventure family adventure
Preludes, Op. 28 - No. 11 ' The dragonfly'.m4a.mp3;42;B major;0 - 30;Romantic : 0.78, Calm : 0.70, Chilled : 0.68, Sad : 0.64, Spherical : 0.27, Dark : 0.20, Happy : 0.19, Epic : 0.16, Energetic : 0.05, Scary : 0.03, Sexy : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.51;-0.65;low;negative;low;low;calm, chilled, romantic, tender, moderate, love, smooth, soft, chillout, romance, relaxed, sentimental, gentle, feeling, touching, emotion, emotional, soulful, classical, easy
Preludes, Op. 28 - No. 12 'The duel'.m4a.mp3;76;G# minor;0 - 30;Epic : 0.73, Energetic : 0.60, Dark : 0.39, Sad : 0.38, Scary : 0.25, Uplifting : 0.20, Romantic : 0.17, Spherical : 0.17, Aggressive : 0.13, Happy : 0.10, Chilled : 0.07, Calm : 0.04, Sexy : 0.01;energetic, epic;-0.42;0.56;high;negative;low;low;classical, epic, dark, energetic, scary, powerful, classical influence, sinister, ominous, super hero, trailers and promos, action thriller, dramatic, aggressive, heroic, monumental, trailer, energy, fantasy magical, adventure family adventure
Preludes, Op. 28 - No. 16 'Hades'.m4a.mp3;75;Db major;30 - 60;Epic : 0.79, Energetic : 0.63, Dark : 0.49, Sad : 0.41, Scary : 0.35, Spherical : 0.20, Uplifting : 0.19, Aggressive : 0.15, Romantic : 0.14, Happy : 0.08, Chilled : 0.05, Calm : 0.03, Sexy : 0.01;energetic, epic;-0.51;0.60;high;negative;low;low;epic, classical, dark, scary, sinister, ominous, powerful, energetic, super hero, classical influence, action thriller, trailers and promos, aggressive, menacing, dramatic, fantasy magical, trailer, horror, adventure family adventure, trailer music
Preludes, Op. 28 - No. 18 'Suicide'.m4a.mp3;72;C minor;15 - 45;Dark : 0.52, Sad : 0.52, Romantic : 0.39, Epic : 0.36, Scary : 0.30, Chilled : 0.26, Calm : 0.25, Spherical : 0.23, Energetic : 0.22, Happy : 0.18, Aggressive : 0.09, Uplifting : 0.06, Sexy : 0.02;dark, sad;-0.55;-0.03;medium;variable;low;high;classical, dark, sad, scary, sinister, classical influence, epic, emotional, calm, romantic, ominous, gloomy, sentimental, affecting, touching, moderate, feeling, sphere, spherical, atmosphere
Preludes, Op. 28 - No. 19 'Heartfelt happiness'.m4a.mp3;82;Eb major;30 - 60;Romantic : 0.72, Sad : 0.58, Chilled : 0.57, Calm : 0.54, Epic : 0.33, Happy : 0.30, Spherical : 0.27, Dark : 0.19, Energetic : 0.11, Scary : 0.05, Uplifting : 0.05, Aggressive : 0.02, Sexy : 0.02;calm, chilled, romantic, sad;-0.32;-0.43;low;negative;low;low;romantic, calm, chilled, classical, love, tender, moderate, romance, soft, smooth, sentimental, emotional, chillout, feeling, gentle, touching, relaxed, emotion, soulful, easy
Piano Sonata no. 29 in Bb 'Hammerklavier', Op. 106 - I. Allegro.mp3.mp3;795;Bb major;675 - 705;Dark : 0.57, Sad : 0.57, Romantic : 0.40, Calm : 0.34, Chilled : 0.33, Spherical : 0.29, Scary : 0.27, Epic : 0.25, Energetic : 0.19, Happy : 0.14, Aggressive : 0.07, Uplifting : 0.05, Sexy : 0.02;dark, sad;-0.63;-0.15;medium;negative;medium;low;classical, dark, sad, calm, emotional, romantic, moderate, chilled, sentimental, sinister, classical influence, scary, spherical, sphere, tender, touching, affecting, gloomy, feeling, atmosphere
Prelude to the Afternoon of a Faun (ensemble arr.).mp3;634;Bb minor;165 - 195;Sad : 0.71, Calm : 0.66, Dark : 0.56, Chilled : 0.55, Spherical : 0.54, Romantic : 0.52, Epic : 0.23, Scary : 0.23, Energetic : 0.06, Happy : 0.06, Aggressive : 0.04, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, romantic, sad, spherical;-0.76;-0.56;low;negative;low;low;calm, chilled, moderate, spherical, sphere, tender, classical, smooth, chillout, soft, sentimental, romantic, touching, feeling, sad, contemplative, emotion, emotional, atmosphere, relaxed
Preludes, Op. 28 - No. 20 'Funeral march'.m4a.mp3;106;C minor;60 - 90;Dark : 0.83, Sad : 0.64, Spherical : 0.53, Calm : 0.47, Scary : 0.46, Chilled : 0.39, Romantic : 0.27, Epic : 0.12, Aggressive : 0.09, Energetic : 0.07, Sexy : 0.04, Happy : 0.03, Uplifting : 0.02;dark, sad, spherical;-0.86;-0.40;low;negative;low;low;dark, ambient, spherical, sphere, calm, atmosphere, sinister, scary, chilled, gloomy, moderate, floating, chillout, arcane, contemplative, sentimental, touching, pensive, mystical, smooth
Preludes, Op. 28 - No. 2 'Presentiment of death'.m4a.mp3;142;A minor;60 - 90;Sad : 0.71, Calm : 0.64, Dark : 0.61, Chilled : 0.54, Spherical : 0.52, Romantic : 0.50, Scary : 0.29, Epic : 0.15, Aggressive : 0.06, Energetic : 0.06, Happy : 0.05, Sexy : 0.03, Uplifting : 0.02;calm, chilled, dark, sad, spherical;-0.77;-0.52;low;negative;medium;low;calm, chilled, spherical, sphere, moderate, ambient, chillout, smooth, tender, soft, sentimental, touching, atmosphere, feeling, floating, emotion, contemplative, relaxed, pensive, tranquil
Preludes, Op. 28 - No. 23 'A pleasure boat'.m4a.mp3;52;F major;0 - 30;Calm : 0.89, Romantic : 0.88, Chilled : 0.85, Sad : 0.72, Spherical : 0.41, Happy : 0.22, Dark : 0.17, Epic : 0.11, Sexy : 0.04, Energetic : 0.02, Scary : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.47;-0.86;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, relaxed, love, romance, gentle, sentimental, feeling, touching, emotion, soulful, emotional, easy, contemplative
Preludes, Op. 28 - No. 13 'Loss'.m4a.mp3;160;F# major;30 - 60;Calm : 0.89, Romantic : 0.84, Chilled : 0.82, Sad : 0.75, Spherical : 0.43, Dark : 0.27, Happy : 0.15, Epic : 0.11, Scary : 0.04, Sexy : 0.04, Energetic : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.57;-0.81;low;negative;low;low;calm, chilled, moderate, tender, chillout, romantic, smooth, soft, relaxed, sentimental, feeling, touching, love, emotion, gentle, romance, soulful, easy, contemplative, tranquil
Preludes, Op. 28 - No. 17 'Scene on the Place de Notre-Dame'.m4a.mp3;162;Ab major;90 - 120;Romantic : 0.64, Sad : 0.59, Chilled : 0.53, Calm : 0.52, Epic : 0.31, Dark : 0.29, Spherical : 0.28, Happy : 0.24, Energetic : 0.16, Scary : 0.10, Uplifting : 0.06, Aggressive : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.42;-0.34;variable;negative;high;medium;calm, romantic, chilled, classical, tender, moderate, love, sentimental, soft, emotional, smooth, romance, chillout, feeling, touching, emotion, gentle, relaxed, soulful, sad
Preludes, Op. 28 - No. 4 'Suffocation'.m4a.mp3;115;E minor;30 - 60;Calm : 0.84, Sad : 0.77, Romantic : 0.76, Chilled : 0.73, Spherical : 0.45, Dark : 0.38, Epic : 0.14, Happy : 0.09, Scary : 0.08, Energetic : 0.03, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.01;calm, chilled, romantic, sad;-0.67;-0.74;low;negative;low;low;calm, chilled, moderate, chillout, tender, smooth, soft, romantic, relaxed, sentimental, feeling, touching, emotion, gentle, romance, contemplative, ambient, love, floating, tranquil
Preludes, Op. 28 - No. 21 'Sunday'.m4a.mp3;119;Bb major;0 - 30;Sad : 0.67, Romantic : 0.59, Calm : 0.56, Chilled : 0.50, Dark : 0.47, Spherical : 0.34, Epic : 0.27, Scary : 0.21, Happy : 0.12, Energetic : 0.11, Aggressive : 0.05, Uplifting : 0.03, Sexy : 0.02;calm, romantic, sad;-0.67;-0.43;low;negative;medium;low;calm, classical, chilled, romantic, moderate, tender, sentimental, sad, soft, smooth, emotional, love, touching, chillout, feeling, romance, emotion, gentle, contemplative, soulful
Preludes, Op. 28 - No. 22 'Impatience'.m4a.mp3;57;G minor;0 - 30;Epic : 0.84, Dark : 0.54, Energetic : 0.51, Sad : 0.51, Scary : 0.34, Spherical : 0.26, Romantic : 0.19, Uplifting : 0.14, Aggressive : 0.10, Chilled : 0.07, Calm : 0.06, Happy : 0.06, Sexy : 0.01;dark, energetic, epic, sad;-0.63;0.45;high;negative;low;low;epic, classical, dark, scary, sinister, ominous, powerful, super hero, action thriller, classical influence, trailers and promos, sad, horror, fantasy magical, menacing, trailer, dramatic, adventure family adventure, gloomy, trailer music
Preludes, Op. 28 - No. 9 'Vision'.m4a.mp3;77;E major;0 - 30;Dark : 0.75, Sad : 0.71, Calm : 0.50, Spherical : 0.43, Romantic : 0.39, Scary : 0.39, Chilled : 0.34, Epic : 0.32, Energetic : 0.11, Aggressive : 0.08, Happy : 0.03, Uplifting : 0.02, Sexy : 0.01;calm, dark, sad;-0.84;-0.37;low;negative;medium;low;dark, calm, sad, spherical, sphere, sinister, scary, moderate, classical, atmosphere, gloomy, sentimental, chilled, ambient, touching, contemplative, affecting, feeling, emotional, tender
Preludes, Op. 28 - No. 7 'The Polish dancer'.m4a.mp3;34;A major;0 - 30;Calm : 0.90, Chilled : 0.83, Romantic : 0.83, Sad : 0.76, Spherical : 0.44, Dark : 0.25, Happy : 0.12, Epic : 0.10, Scary : 0.03, Sexy : 0.03, Energetic : 0.02, Aggressive : 0.01, Uplifting : 0.01;calm, chilled, romantic, sad;-0.60;-0.80;low;negative;low;low;calm, chilled, moderate, romantic, tender, chillout, smooth, soft, relaxed, sentimental, love, romance, gentle, feeling, touching, emotion, soulful, emotional, contemplative, easy
Preludes, Op. 28 - No. 5 'Uncertainty'.m4a.mp3;37;D major;0 - 30;Epic : 0.51, Sad : 0.48, Romantic : 0.46, Dark : 0.26, Energetic : 0.26, Chilled : 0.25, Calm : 0.20, Happy : 0.20, Spherical : 0.18, Scary : 0.09, Uplifting : 0.09, Aggressive : 0.03, Sexy : 0.01;epic, sad;-0.39;0.06;medium;negative;low;low;classical, romantic, epic, classical influence, sad, emotional, love, sentimental, calm, romance, tender, touching, feeling, emotion, chilled, affecting, moderate, soulful, soft, passionate
Preludes, Op. 28 - No. 15 'Raindrop'.m4a.mp3;317;Db major;195 - 225;Dark : 0.68, Sad : 0.68, Calm : 0.50, Spherical : 0.44, Romantic : 0.42, Chilled : 0.41, Scary : 0.38, Epic : 0.23, Energetic : 0.11, Aggressive : 0.08, Happy : 0.06, Sexy : 0.02, Uplifting : 0.02;dark, sad;-0.79;-0.38;low;negative;medium;low;calm, spherical, sphere, dark, moderate, chilled, sad, atmosphere, sentimental, classical, ambient, touching, tender, sinister, feeling, smooth, scary, soft, contemplative, chillout
Preludes, Op. 28 - No. 24 'The storm'.m4a.mp3;143;D minor;45 - 75;Dark : 0.80, Epic : 0.62, Sad : 0.59, Scary : 0.59, Spherical : 0.36, Energetic : 0.32, Romantic : 0.18, Aggressive : 0.14, Calm : 0.14, Chilled : 0.10, Uplifting : 0.06, Happy : 0.04, Sexy : 0.01;dark, epic, sad, scary;-0.83;0.18;medium;negative;low;low;dark, scary, sinister, epic, ominous, classical, horror, gloomy, menacing, evil, threatening, scare, action thriller, super hero, dangerous, sad, daunting, scaring, spooky, fearful
Preludes, Op. 28 - No. 6 'Tolling bells'.m4a.mp3;122;B minor;15 - 45;Calm : 0.89, Chilled : 0.82, Romantic : 0.81, Sad : 0.76, Spherical : 0.45, Dark : 0.30, Happy : 0.12, Epic : 0.10, Scary : 0.04, Sexy : 0.04, Energetic : 0.02, Aggressive : 0.01, Uplifting : 0.01;calm, chilled, romantic, sad;-0.60;-0.79;low;negative;low;low;calm, chilled, moderate, chillout, tender, smooth, soft, romantic, relaxed, sentimental, feeling, touching, emotion, gentle, romance, love, easy, soulful, contemplative, tranquil
Preludes, Op. 28 - No. 3 'Thou Art So Like a Flower''.m4a.mp3;55;G major;0 - 30;Romantic : 0.72, Sad : 0.65, Calm : 0.63, Chilled : 0.58, Spherical : 0.33, Epic : 0.30, Dark : 0.25, Happy : 0.19, Energetic : 0.08, Scary : 0.05, Uplifting : 0.03, Aggressive : 0.02, Sexy : 0.02;calm, chilled, romantic, sad;-0.53;-0.55;low;negative;low;low;calm, romantic, chilled, moderate, tender, love, soft, classical, smooth, romance, sentimental, chillout, emotional, feeling, touching, gentle, relaxed, emotion, soulful, contemplative
Préludes, Book 2 - V. Bruyeres.mp3.mp3;173;Ab major;90 - 120;Calm : 0.88, Chilled : 0.81, Romantic : 0.81, Sad : 0.74, Spherical : 0.43, Dark : 0.29, Happy : 0.15, Epic : 0.09, Scary : 0.05, Sexy : 0.04, Energetic : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.58;-0.81;low;negative;low;low;calm, chilled, moderate, romantic, tender, chillout, smooth, soft, relaxed, sentimental, love, romance, gentle, feeling, touching, emotion, soulful, emotional, contemplative, easy
Preludes, Op. 28 - No. 8 'Desperation'.m4a.mp3;122;F# minor;60 - 90;Sad : 0.57, Epic : 0.54, Dark : 0.53, Romantic : 0.36, Energetic : 0.34, Calm : 0.29, Spherical : 0.29, Scary : 0.28, Chilled : 0.25, Happy : 0.09, Uplifting : 0.09, Aggressive : 0.08, Sexy : 0.01;dark, epic, sad;-0.63;0.06;variable;negative;high;low;classical, epic, dark, sad, scary, sinister, classical influence, ominous, emotional, calm, gloomy, spherical, sphere, affecting, sentimental, romantic, atmosphere, touching, moderate, feeling
Préludes, Book 2 - III. La puerta del Vino.mp3.mp3;237;Db major;45 - 75;Sad : 0.69, Dark : 0.64, Calm : 0.61, Chilled : 0.53, Spherical : 0.49, Romantic : 0.47, Scary : 0.27, Epic : 0.14, Energetic : 0.06, Happy : 0.06, Aggressive : 0.05, Sexy : 0.03, Uplifting : 0.02;calm, chilled, dark, sad;-0.78;-0.53;low;negative;low;low;calm, chilled, moderate, spherical, sphere, tender, smooth, chillout, sentimental, soft, classical, sad, touching, contemplative, feeling, romantic, emotion, atmosphere, emotional, affecting
Quartettsatz.mp3.mp3;585;Ab major;375 - 405;Sad : 0.63, Dark : 0.62, Calm : 0.43, Spherical : 0.43, Romantic : 0.39, Chilled : 0.37, Scary : 0.32, Epic : 0.28, Energetic : 0.15, Aggressive : 0.08, Happy : 0.08, Uplifting : 0.04, Sexy : 0.02;dark, sad;-0.74;-0.27;medium;negative;medium;low;classical, calm, dark, sad, spherical, sphere, moderate, chilled, atmosphere, sinister, sentimental, emotional, scary, affecting, touching, tender, gloomy, feeling, contemplative, soft
Scenes from Childhood, Op. 15 - I. Of Foreign Lands And Peoples.mp3.mp3;112;G major;0 - 30;Calm : 0.93, Chilled : 0.90, Romantic : 0.90, Sad : 0.74, Spherical : 0.43, Happy : 0.20, Dark : 0.18, Epic : 0.08, Sexy : 0.05, Energetic : 0.02, Scary : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.48;-0.88;low;negative;low;low;calm, chilled, chillout, smooth, tender, relaxed, moderate, soft, ambient, romantic, feeling, touching, emotion, sentimental, easy, dreamy, floating, gentle, tranquil, romance
Richard Strauss, Sonate Es Dur fur Violine und Klavier, Op 18, II Improvisation Andante cantabile.mp3.mp3;485;Ab major;270 - 300;Sad : 0.74, Calm : 0.68, Romantic : 0.58, Chilled : 0.56, Dark : 0.54, Spherical : 0.48, Epic : 0.22, Scary : 0.19, Happy : 0.07, Energetic : 0.06, Aggressive : 0.03, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, romantic, sad;-0.75;-0.59;low;negative;low;low;calm, chilled, moderate, classical, tender, romantic, smooth, sentimental, soft, chillout, sad, touching, spherical, sphere, emotional, feeling, contemplative, emotion, gentle, relaxed
Richard Strauss, Sonate Es-Dur fur Violine und Klavier, Op. 18, III. Finale. Andante - Allegro.wmv.mp3.mp3;588;Eb major;270 - 300;Romantic : 0.65, Chilled : 0.57, Sad : 0.55, Calm : 0.52, Happy : 0.30, Spherical : 0.28, Dark : 0.26, Epic : 0.20, Energetic : 0.12, Scary : 0.07, Uplifting : 0.06, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.30;-0.40;low;negative;medium;medium;calm, romantic, chilled, classical, tender, moderate, love, soft, romance, smooth, chillout, sentimental, emotional, gentle, feeling, relaxed, touching, emotion, soulful, easy
Richard Strauss, Sonate Es-Dur fur Violine und Klavier, Op. 18, I. Allegro, ma non troppo.wmv.mp3.mp3;682;Eb major;15 - 45;Romantic : 0.67, Sad : 0.66, Calm : 0.63, Chilled : 0.58, Dark : 0.36, Spherical : 0.35, Epic : 0.24, Happy : 0.17, Scary : 0.11, Energetic : 0.08, Aggressive : 0.03, Uplifting : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.57;-0.54;low;negative;low;medium;calm, chilled, romantic, classical, moderate, tender, soft, love, smooth, sentimental, chillout, romance, emotional, feeling, touching, gentle, emotion, relaxed, soulful, sad
Romance oubliée, S. 527 [Violin and Piano].mp3.mp3;263;E minor;135 - 165;Sad : 0.68, Dark : 0.63, Calm : 0.57, Spherical : 0.49, Chilled : 0.47, Romantic : 0.46, Scary : 0.33, Epic : 0.19, Aggressive : 0.07, Energetic : 0.07, Happy : 0.06, Sexy : 0.02, Uplifting : 0.02;calm, dark, sad;-0.78;-0.47;low;negative;medium;low;calm, classical, moderate, chilled, spherical, sphere, sad, sentimental, tender, smooth, soft, atmosphere, dark, chillout, touching, emotional, contemplative, feeling, affecting, romantic
Préludes, Book 2 - VI. General Lavine eccentric.mp3.mp3;165;F major;30 - 60;Romantic : 0.73, Calm : 0.71, Chilled : 0.69, Sad : 0.66, Spherical : 0.32, Dark : 0.29, Happy : 0.22, Epic : 0.12, Energetic : 0.06, Scary : 0.06, Sexy : 0.04, Uplifting : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.49;-0.65;low;negative;low;low;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, love, romance, relaxed, sentimental, gentle, feeling, touching, emotion, emotional, classical, soulful, contemplative
Scenes from Childhood, Op. 15 - II. A Curious Story.mp3.mp3;98;D major;60 - 90;Calm : 0.93, Chilled : 0.91, Romantic : 0.91, Sad : 0.71, Spherical : 0.40, Happy : 0.25, Dark : 0.15, Epic : 0.07, Sexy : 0.06, Energetic : 0.02, Scary : 0.02, Uplifting : 0.02, Aggressive : 0.01;calm, chilled, romantic, sad;-0.39;-0.90;low;negative;low;low;calm, chilled, romantic, tender, chillout, moderate, smooth, soft, relaxed, love, romance, sentimental, gentle, feeling, touching, emotion, easy, soulful, laid back, tranquil
